timestamp,open,high,low,close,volume
2024-01-01 13:15:00,42010.12,42093.81,41803.21,42014.57,95.97
2024-01-01 13:30:00,42014.57,42064.21,41917.03,42017.55,13.12
2024-01-01 13:45:00,42017.55,42148.3,42002.47,42012.21,98.64
2024-01-01 14:00:00,42012.21,42043.42,41982.13,42016.34,25.98
2024-01-01 14:15:00,42016.34,42138.13,41879.24,42014.01,68.07
2024-01-01 14:30:00,42014.01,42055.69,41932.07,42016.9,30.62
2024-01-01 14:45:00,42016.9,42207.12,42014.6,42025.71,65.95
2024-01-01 15:00:00,42025.71,42038.47,41943.72,42023.65,76.27
2024-01-01 15:15:00,42023.65,42113.63,41823.36,42027.83,65.24
2024-01-01 15:30:00,42027.83,42184.62,42020.32,42044.4,49.53
2024-01-01 15:45:00,42044.4,42191.2,41944.69,42058.19,84.91
2024-01-01 16:00:00,42058.19,42263.65,42002.75,42051.72,92.4
2024-01-01 16:15:00,42051.72,42137.58,41967.61,42045.24,61.12
2024-01-01 16:30:00,42045.24,42212.89,42012.14,42054.15,10.51
2024-01-01 16:45:00,42054.15,42155.85,42014.77,42058.33,54.35
2024-01-01 17:00:00,42058.33,42257.03,41959.28,42043.57,63.69
2024-01-01 17:15:00,42043.57,42269.73,41941.25,42064.69,79.25
2024-01-01 17:30:00,42064.69,42113.78,42055.64,42070.34,38.11
2024-01-01 17:45:00,42070.34,42161.32,41912.86,42042.83,74.06
2024-01-01 18:00:00,42042.83,42166.68,41921.12,42041.36,42.99
2024-01-01 18:15:00,42041.36,42244.44,41937.51,42037.35,31.05
2024-01-01 18:30:00,42037.35,42080.4,41946.66,42041.12,70.14
2024-01-01 18:45:00,42041.12,42235.94,41935.16,42032.41,26.78
2024-01-01 19:00:00,42032.41,42126.42,42016.21,42034.3,11.03
2024-01-01 19:15:00,42034.3,42066.65,41973.95,42017.56,81.8
2024-01-01 19:30:00,42017.56,42061.14,41839.32,42023.86,36.38
2024-01-01 19:45:00,42023.86,42038.8,41902.08,42036.0,10.06
2024-01-01 20:00:00,42036.0,42075.97,42015.89,42044.32,53.01
2024-01-01 20:15:00,42044.32,42089.45,41826.91,42030.19,87.71
2024-01-01 20:30:00,42030.19,42123.24,42012.43,42039.8,46.69
2024-01-01 20:45:00,42039.8,42100.33,41933.84,42030.83,48.3
2024-01-01 21:00:00,42030.83,42067.15,41888.93,42021.2,29.34
2024-01-01 21:15:00,42021.2,42047.7,41832.68,42022.53,56.03
2024-01-01 21:30:00,42022.53,42060.25,41962.09,42026.07,53.9
2024-01-01 21:45:00,42026.07,42219.52,41872.08,42029.05,16.82
2024-01-01 22:00:00,42029.05,42065.64,41886.55,42045.73,65.12
2024-01-01 22:15:00,42045.73,42157.69,41951.39,42036.6,73.98
2024-01-01 22:30:00,42036.6,42050.27,41929.21,42043.99,67.4
2024-01-01 22:45:00,42043.99,42141.54,41951.14,42050.45,44.37
2024-01-01 23:00:00,42050.45,42085.32,41933.64,42065.3,49.27
2024-01-01 23:15:00,42065.3,42198.17,41939.59,42074.95,53.33
2024-01-01 23:30:00,42074.95,42144.29,42005.74,42070.35,31.76
2024-01-01 23:45:00,42070.35,42155.09,41876.88,42072.63,53.52
2024-01-02 00:00:00,42072.63,42275.18,42035.03,42069.32,34.85
2024-01-02 00:15:00,42069.32,42142.61,41983.51,42056.82,55.51
2024-01-02 00:30:00,42056.82,42153.59,41865.5,42052.18,58.92
2024-01-02 00:45:00,42052.18,42175.58,42029.88,42052.77,46.41
2024-01-02 01:00:00,42052.77,42132.95,41855.53,42066.74,45.31
2024-01-02 01:15:00,42066.74,42236.03,42057.66,42076.33,35.09
2024-01-02 01:30:00,42076.33,42159.54,41878.43,42082.94,70.55
2024-01-02 01:45:00,42082.94,42111.56,41973.28,42090.36,32.57
2024-01-02 02:00:00,42090.36,42132.98,41957.8,42077.17,96.56
2024-01-02 02:15:00,42077.17,42254.8,41986.26,42091.76,88.29
2024-01-02 02:30:00,42091.76,42309.82,42012.47,42101.98,57.49
2024-01-02 02:45:00,42101.98,42273.65,42036.73,42108.67,90.35
2024-01-02 03:00:00,42108.67,42211.63,42073.84,42104.06,29.42
2024-01-02 03:15:00,42104.06,42119.78,42068.99,42091.16,51.87
2024-01-02 03:30:00,42091.16,42189.69,42018.56,42101.34,34.18
2024-01-02 03:45:00,42101.34,42185.89,41911.42,42107.68,39.94
2024-01-02 04:00:00,42107.68,42254.65,42098.67,42105.66,25.1
2024-01-02 04:15:00,42105.66,42118.89,41976.99,42091.29,16.7
2024-01-02 04:30:00,42091.29,42196.43,42007.87,42094.01,54.42
2024-01-02 04:45:00,42094.01,42104.09,41969.76,42098.39,81.04
2024-01-02 05:00:00,42098.39,42219.78,42005.72,42106.43,81.67
2024-01-02 05:15:00,42106.43,42240.67,42069.5,42107.9,29.33
2024-01-02 05:30:00,42107.9,42161.4,42016.58,42107.79,45.35
2024-01-02 05:45:00,42107.79,42310.45,41919.67,42119.7,58.68
2024-01-02 06:00:00,42119.7,42131.13,41986.03,42121.61,29.02
2024-01-02 06:15:00,42121.61,42305.11,41943.67,42125.19,75.62
2024-01-02 06:30:00,42125.19,42266.13,42070.01,42123.3,27.29
2024-01-02 06:45:00,42123.3,42290.4,42096.44,42123.77,69.49
2024-01-02 07:00:00,42123.77,42152.76,42122.71,42124.27,71.93
2024-01-02 07:15:00,42124.27,42324.68,41938.97,42130.29,26.6
2024-01-02 07:30:00,42130.29,42257.83,42033.03,42127.34,46.19
2024-01-02 07:45:00,42127.34,42335.5,42122.06,42138.98,89.51
2024-01-02 08:00:00,42138.98,42253.58,41962.51,42146.34,55.32
2024-01-02 08:15:00,42146.34,42302.48,42013.73,42147.81,49.77
2024-01-02 08:30:00,42147.81,42202.57,42119.23,42146.69,68.02
2024-01-02 08:45:00,42146.69,42301.61,42084.49,42147.41,64.31
2024-01-02 09:00:00,42147.41,42153.98,42044.03,42137.22,94.86
2024-01-02 09:15:00,42137.22,42240.18,42051.63,42144.15,17.86
2024-01-02 09:30:00,42144.15,42153.94,41933.86,42126.53,18.23
2024-01-02 09:45:00,42126.53,42288.39,42098.26,42121.92,47.69
2024-01-02 10:00:00,42121.92,42279.61,41963.28,42122.24,94.49
2024-01-02 10:15:00,42122.24,42244.68,42003.53,42114.99,70.45
2024-01-02 10:30:00,42114.99,42120.0,42047.01,42098.97,38.12
2024-01-02 10:45:00,42098.97,42110.02,42013.99,42099.33,70.2
2024-01-02 11:00:00,42099.33,42165.51,41903.59,42104.7,88.8
2024-01-02 11:15:00,42104.7,42120.11,41940.66,42107.65,46.51
2024-01-02 11:30:00,42107.65,42203.66,41978.06,42106.3,58.59
2024-01-02 11:45:00,42106.3,42160.64,41907.02,42099.78,57.0
2024-01-02 12:00:00,42099.78,42185.02,42084.51,42101.71,77.77
2024-01-02 12:15:00,42101.71,42277.51,41995.17,42093.92,64.2
2024-01-02 12:30:00,42093.92,42147.41,41886.8,42094.21,93.72
2024-01-02 12:45:00,42094.21,42240.5,41909.86,42100.61,57.75
2024-01-02 13:00:00,42100.61,42237.77,42069.11,42113.43,13.23
2024-01-02 13:15:00,42113.43,42316.73,41995.34,42105.96,33.15
